id,title,year,type,rated,runtime_min,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,rt_score,metacritic_score,mcu_phase,universe,decade,age_years,is_animated,is_tv_series,is_mcu_canon,tmdb_genres,tmdb_rating,tmdb_votes,popularity,top5_cast,directors,producers,composer,tmdb_keywords,production_countries,spoken_languages,episode_count,season_count,status,tagline,revenue_log,budget_log,box_office_log,document,cast_count,top_actor,IMDb,Metacritic,Rotten Tomatoes,TMDB
128,Doctor Strange in the Multiverse of Madness,2022,movie,PG-13,126.0,"Action, Adventure, Fantasy",Sam Raimi,"Michael Waldron, Stan Lee, Steve Ditko","Benedict Cumberbatch, Elizabeth Olsen, Chiwetel Ejiofor","Doctor Strange teams up with a mysterious teenage girl who can travel across multiverses, to battle other-universe versions of himself which threaten to wipe out the multiverse. They seek help from the Scarlet Witch, Wong and others.","English, Spanish, Chinese",United States,10 wins & 31 nominations total,6.9,13.205396685693751,73.0,60.0,Phase 4,MCU,2020s,3,0,0,1,"Fantasy, Action, Adventure",7.23,9.247347097605278,13.3677,"Benedict Cumberbatch, Xochitl Gomez, Elizabeth Olsen, Chiwetel Ejiofor, Benedict Wong",Sam Raimi,Kevin Feige,Danny Elfman,"magic, superhero, based on comic, alternative reality, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",United States of America,"Cantonese, English, Spanish",0.0,0.0,Released,Enter a new dimension of Strange.,20.678033929914736,19.48539148439307,19.834910279263237,"Title: Doctor Strange in the Multiverse of Madness
Year: 2022
Universe: MCU
MCU Phase: Phase 4
Type: movie
Rated: PG-13
Runtime: 126 minutes
Genre: Action, Adventure, Fantasy
Director: Sam Raimi
Writer: Michael Waldron, Stan Lee, Steve Ditko
Cast: Benedict Cumberbatch, Elizabeth Olsen, Chiwetel Ejiofor
Top 5 Cast: Benedict Cumberbatch, Xochitl Gomez, Elizabeth Olsen, Chiwetel Ejiofor, Benedict Wong
Plot: Doctor Strange teams up with a mysterious teenage girl who can travel across multiverses, to battle other-universe versions of himself which threaten to wipe out the multiverse. They seek help from the Scarlet Witch, Wong and others.
Tagline: Enter a new dimension of Strange.
Keywords: magic, superhero, based on comic, alternative reality, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)
IMDb Rating: 6.9
Rotten Tomatoes: 73%
Metacritic: 60/100
TMDB Rating: 7.23
Box Office: 411331607
Budget: 290000000
Revenue: 955775804
Awards: 10 wins & 31 nominations total
Collection: Doctor Strange Collection
Country: United States
Language: English, Spanish, Chinese",15.0,Benedict Cumberbatch,6.9,6.0,7.3,7.23
129,Ms. Marvel,2022,movie,TV-PG,117.0,"Documentary, Short",Unknown,Unknown,"Kevin Feige, Iman Vellani","Gives an exclusive look behind the original series, ""Ms. Marvel,"" from its comic book origins to its development on Marvel Studios. Portraying interviews with its awarding-winning filmmaking team and newcomer Iman Vellani.",English,United States,Unknown,6.75,5.783825182329737,76.0,64.0,Phase 4,MCU,2020s,3,0,0,1,Documentary,6.8,3.5553480614894135,1.114,"Bisha K. Ali, Iman Vellani, Kevin Feige, Mohan Kapur, Matt Lintz",Brad Baruh,Unknown,Unknown,"superhero, behind the scenes, making of, marvel cinematic universe (mcu)",United States of America,"Urdu, English",0.0,0.0,Released,Witness a new Marvel in the making.,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Ms. Marvel
Year: 2022
Universe: MCU
MCU Phase: Phase 4
Type: movie
Rated: TV-PG
Runtime: 4 minutes
Genre: Documentary, Short
Director: N/A
Writer: N/A
Cast: Kevin Feige, Iman Vellani
Top 5 Cast: Bisha K. Ali, Iman Vellani, Kevin Feige, Mohan Kapur, Matt Lintz
Plot: Gives an exclusive look behind the original series, ""Ms. Marvel,"" from its comic book origins to its development on Marvel Studios. Portraying interviews with its awarding-winning filmmaking team and newcomer Iman Vellani.
Tagline: Witness a new Marvel in the making.
Keywords: superhero, behind the scenes, making of, marvel cinematic universe (mcu)
IMDb Rating: N/A
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 6.8
Box Office: N/A
Budget: 0
Revenue: 0
Awards: N/A
Collection: N/A
Country: United States
Language: English",15.0,Bisha K. Ali,6.564705882352942,6.004166666666666,6.603846153846154,6.8
130,Thor: Love and Thunder,2022,movie,PG-13,118.0,"Action, Adventure, Comedy",Taika Waititi,"Taika Waititi, Jennifer Kaytin Robinson, Stan Lee","Chris Hemsworth, Natalie Portman, Christian Bale","Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.",English,"Australia, United States",5 wins & 24 nominations total,6.1,13.03754160148769,63.0,57.0,Phase 4,MCU,2020s,3,0,0,1,"Fantasy, Action, Comedy",6.369,9.058121158998672,11.5456,"Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson, Taika Waititi",Taika Waititi,"Brad Winderbaum, Kevin Feige","Nami Melumad, Michael Giacchino","hero, ex-girlfriend, superhero, greek mythology, based on comic, sequel, shadow, norse mythology, aftercreditsstinger, duringcreditsstinger",United States of America,English,0.0,0.0,Released,The one is not the only.,20.450049406760908,19.33697147982652,19.653989503361164,"Title: Thor: Love and Thunder
Year: 2022
Universe: MCU
MCU Phase: Phase 4
Type: movie
Rated: PG-13
Runtime: 118 minutes
Genre: Action, Adventure, Comedy
Director: Taika Waititi
Writer: Taika Waititi, Jennifer Kaytin Robinson, Stan Lee
Cast: Chris Hemsworth, Natalie Portman, Christian Bale
Top 5 Cast: Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson, Taika Waititi
Plot: Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.
Tagline: The one is not the only.
Keywords: hero, ex-girlfriend, superhero, greek mythology, based on comic, sequel, shadow, norse mythology, aftercreditsstinger, duringcreditsstinger
IMDb Rating: 6.1
Rotten Tomatoes: 63%
Metacritic: 57/100
TMDB Rating: 6.369
Box Office: 343256830
Budget: 250000000
Revenue: 760928081
Awards: 5 wins & 24 nominations total
Collection: Thor Collection
Country: Australia, United States
Language: English",15.0,Chris Hemsworth,6.1,5.699999999999999,6.3,6.369
131,I Am Groot (Season 1) (animated shorts),2022,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Phase 4,MCU,2020s,3,1,0,1,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: I Am Groot (Season 1) (animated shorts)
Year: 2022
Universe: MCU
MCU Phase: Phase 4
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
132,She-Hulk: Attorney at Law,2022,series,TV-14,117.0,"Action, Adventure, Comedy",Unknown,Jessica Gao,"Tatiana Maslany, Ginger Gonzaga, Malia Arrayah","Jennifer Walters navigates the complicated life of a single, 30-something attorney who also happens to be a green 6-foot-7-inch superpowered Hulk.",English,United States,5 wins & 16 nominations total,5.2,12.237755404170782,76.0,64.0,Phase 4,MCU,2020s,3,0,1,1,Documentary,6.579,4.060443010546419,0.6485,"Tatiana Maslany, Mark Ruffalo, Tim Roth, Benedict Wong, Ginger Gonzaga",Brad Baruh,John M. Pisani,Unknown,"superhero, behind the scenes, making of, marvel cinematic universe (mcu)",United States of America,English,0.0,0.0,Released,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: She-Hulk: Attorney at Law
Year: 2022
Universe: MCU
MCU Phase: Phase 4
Type: series
Rated: TV-14
Runtime: N/A minutes
Genre: Action, Adventure, Comedy
Director: N/A
Writer: Jessica Gao
Cast: Tatiana Maslany, Ginger Gonzaga, Malia Arrayah
Top 5 Cast: Tatiana Maslany, Mark Ruffalo, Tim Roth, Benedict Wong, Ginger Gonzaga
Plot: Jennifer Walters navigates the complicated life of a single, 30-something attorney who also happens to be a green 6-foot-7-inch superpowered Hulk.
Tagline: 
Keywords: superhero, behind the scenes, making of, marvel cinematic universe (mcu)
IMDb Rating: 5.2
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 6.579
Box Office: N/A
Budget: 0
Revenue: 0
Awards: 5 wins & 16 nominations total
Collection: N/A
Country: United States
Language: English",15.0,Tatiana Maslany,5.2,6.004166666666666,6.603846153846154,6.579
133,Werewolf by Night,2022,movie,TV-14,52.0,"Action, Drama, Fantasy",Michael Giacchino,"Heather Quinn, Peter Cameron, Roy Thomas","Gael García Bernal, Laura Donnelly, Harriet Sansom Harris",Follows a lycanthrope superhero who fights evil using the abilities given to him by a curse brought on by his bloodline.,English,United States,1 win & 5 nominations total,7.1,11.274845925040037,90.0,64.0,Phase 4,MCU,2020s,3,0,0,1,"Action, Fantasy, Horror",6.954,7.338238150065589,4.2525,"Gael García Bernal, Laura Donnelly, Harriet Sansom Harris, Kirk R. Thatcher, Eugenie Bondurant",Michael Giacchino,Leeann Stonebreaker,Michael Giacchino,"monster, superhero, secret organization, based on comic, werewolf, magical object, marvel cinematic universe (mcu), short film",United States of America,English,0.0,0.0,Released,There's no escaping the night.,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Werewolf by Night
Year: 2022
Universe: MCU
MCU Phase: Phase 4
Type: movie
Rated: TV-14
Runtime: 52 minutes
Genre: Action, Drama, Fantasy
Director: Michael Giacchino
Writer: Heather Quinn, Peter Cameron, Roy Thomas
Cast: Gael García Bernal, Laura Donnelly, Harriet Sansom Harris
Top 5 Cast: Gael García Bernal, Laura Donnelly, Harriet Sansom Harris, Kirk R. Thatcher, Eugenie Bondurant
Plot: Follows a lycanthrope superhero who fights evil using the abilities given to him by a curse brought on by his bloodline.
Tagline: There's no escaping the night.
Keywords: monster, superhero, secret organization, based on comic, werewolf, magical object, marvel cinematic universe (mcu), short film
IMDb Rating: 7.1
Rotten Tomatoes: 90%
Metacritic: None
TMDB Rating: 6.954
Box Office: N/A
Budget: 0
Revenue: 0
Awards: 1 win & 5 nominations total
Collection: N/A
Country: United States
Language: English",14.0,Gael García Bernal,7.1,6.004166666666666,9.0,6.954
134,Black Panther: Wakanda Forever,2022,movie,PG-13,161.0,"Action, Adventure, Drama",Ryan Coogler,"Ryan Coogler, Joe Robert Cole, Stan Lee","Letitia Wright, Lupita Nyong'o, Danai Gurira",The people of Wakanda fight to protect their home from intervening world powers as they mourn the death of King T'Challa.,"English, Xhosa, Maya, Spanish, Haitian, French",United States,Won 1 Oscar. 53 wins & 173 nominations total,6.6,12.818148047437958,84.0,67.0,Phase 4,MCU,2020s,3,0,0,1,"Action, Adventure, Science Fiction",7.006,8.921324076511265,12.7275,"Letitia Wright, Tenoch Huerta Mejía, Lupita Nyong'o, Danai Gurira, Winston Duke",Ryan Coogler,"Nate Moore, Kevin Feige",Ludwig Göransson,"hero, loss of loved one, superhero, royal family, based on comic, sequel, royalty, underwater, political intrigue , death in family",United States of America,"English, French, Haitian; Haitian Creole, Spanish, Xhosa",0.0,0.0,Released,Forever.,20.571398396044202,19.33697147982652,19.93323116748392,"Title: Black Panther: Wakanda Forever
Year: 2022
Universe: MCU
MCU Phase: Phase 4
Type: movie
Rated: PG-13
Runtime: 161 minutes
Genre: Action, Adventure, Drama
Director: Ryan Coogler
Writer: Ryan Coogler, Joe Robert Cole, Stan Lee
Cast: Letitia Wright, Lupita Nyong'o, Danai Gurira
Top 5 Cast: Letitia Wright, Tenoch Huerta Mejía, Lupita Nyong'o, Danai Gurira, Winston Duke
Plot: The people of Wakanda fight to protect their home from intervening world powers as they mourn the death of King T'Challa.
Tagline: Forever.
Keywords: hero, loss of loved one, superhero, royal family, based on comic, sequel, royalty, underwater, political intrigue , death in family
IMDb Rating: 6.6
Rotten Tomatoes: 84%
Metacritic: 67/100
TMDB Rating: 7.006
Box Office: 453829060
Budget: 250000000
Revenue: 859102154
Awards: Won 1 Oscar. 53 wins & 173 nominations total
Collection: Black Panther Collection
Country: United States
Language: English, Xhosa, Maya, Spanish, Haitian, French",15.0,Letitia Wright,6.6,6.7,8.4,7.006
135,The Guardians of the Galaxy Holiday Special,2022,movie,TV-14,42.0,"Action, Adventure, Comedy",James Gunn,"James Gunn, Jim Starlin, Stan Lee","Luke Klein, Sean Gunn, Michael Rooker","Star-Lord, Drax, Rocket, Mantis, and Groot engage in some spirited shenanigans in an all-new original special created for Disney+.",English,"United States, United Kingdom, Canada",4 wins & 7 nominations total,6.9,11.58874696819069,95.0,64.0,Phase 4,MCU,2020s,3,0,0,1,"Comedy, Science Fiction, Adventure",7.097,7.771488760117616,5.2913,"Chris Pratt, Dave Bautista, Karen Gillan, Pom Klementieff, Vin Diesel",James Gunn,Unknown,John Murphy,"holiday, superhero, celebrity, saving christmas, talking dog, based on movie, aftercreditsstinger, marvel cinematic universe (mcu), christmas, christmas special",United States of America,English,0.0,0.0,Released,The perfect present is a galaxy away.,19.70742255161285,18.603002309079653,19.193787894917058,"Title: The Guardians of the Galaxy Holiday Special
Year: 2022
Universe: MCU
MCU Phase: Phase 4
Type: movie
Rated: TV-14
Runtime: 42 minutes
Genre: Action, Adventure, Comedy
Director: James Gunn
Writer: James Gunn, Jim Starlin, Stan Lee
Cast: Luke Klein, Sean Gunn, Michael Rooker
Top 5 Cast: Chris Pratt, Dave Bautista, Karen Gillan, Pom Klementieff, Vin Diesel
Plot: Star-Lord, Drax, Rocket, Mantis, and Groot engage in some spirited shenanigans in an all-new original special created for Disney+.
Tagline: The perfect present is a galaxy away.
Keywords: holiday, superhero, celebrity, saving christmas, talking dog, based on movie, aftercreditsstinger, marvel cinematic universe (mcu), christmas, christmas special
IMDb Rating: 6.9
Rotten Tomatoes: 95%
Metacritic: None
TMDB Rating: 7.097
Box Office: N/A
Budget: 0
Revenue: 0
Awards: 4 wins & 7 nominations total
Collection: N/A
Country: United States, United Kingdom, Canada
Language: English",15.0,Chris Pratt,6.9,6.004166666666666,9.5,7.097
136,Ant-Man and the Wasp: Quantumania,2023,movie,PG-13,124.0,"Action, Adventure, Comedy",Peyton Reed,"Jeff Loveness, Stan Lee, Larry Lieber","Paul Rudd, Evangeline Lilly, Michael Douglas","Scott Lang and Hope Van Dyne are dragged into the Quantum Realm, along with Hope's parents and Scott's daughter Cassie. Together they must find a way to escape, but what secrets is Hope's mother hiding? And who is the mysterious K...",English,"United States, Australia, Canada",14 nominations total,6.0,12.501536858424009,46.0,48.0,Phase 5/6,MCU,2020s,2,0,0,1,"Action, Adventure, Science Fiction",6.226,8.675904882571059,7.98,"Paul Rudd, Evangeline Lilly, Michael Douglas, Michelle Pfeiffer, Jonathan Majors",Peyton Reed,"Stephen Broussard, Kevin Feige","Christophe Beck, Michael Paraskevas","hero, superhero, ant, based on comic, sequel, alternate dimension, family, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",United States of America,English,0.0,0.0,Released,Witness the beginning of a new dynasty.,19.98107794093168,19.604246741562488,19.183843186513254,"Title: Ant-Man and the Wasp: Quantumania
Year: 2023
Universe: MCU
MCU Phase: Phase 5/6
Type: movie
Rated: PG-13
Runtime: 124 minutes
Genre: Action, Adventure, Comedy
Director: Peyton Reed
Writer: Jeff Loveness, Stan Lee, Larry Lieber
Cast: Paul Rudd, Evangeline Lilly, Michael Douglas
Top 5 Cast: Paul Rudd, Evangeline Lilly, Michael Douglas, Michelle Pfeiffer, Jonathan Majors
Plot: Scott Lang and Hope Van Dyne are dragged into the Quantum Realm, along with Hope's parents and Scott's daughter Cassie. Together they must find a way to escape, but what secrets is Hope's mother hiding? And who is the mysterious K...
Tagline: Witness the beginning of a new dynasty.
Keywords: hero, superhero, ant, based on comic, sequel, alternate dimension, family, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)
IMDb Rating: 6.0
Rotten Tomatoes: 46%
Metacritic: 48/100
TMDB Rating: 6.226
Box Office: 214504909
Budget: 326600000
Revenue: 476071180
Awards: 14 nominations total
Collection: Ant-Man Collection
Country: United States, Australia, Canada
Language: English",15.0,Paul Rudd,6.0,4.8,4.6,6.226
137,Moon Girl and Devil Dinosaur,2023,series,TV-Y7-FV,117.0,"Animation, Action, Adventure",Unknown,"Jeffrey M. Howard, Kate Kondell, Steve Loter","Diamond White, Fred Tatasciore, Alfre Woodard","After 13-year-old super-genius Lunella accidentally brings ten-ton T-Rex Devil Dinosaur into present-day New York City via a time vortex, the duo works together to protect the city's Lower East Side from danger.",English,"United States, Australia",11 wins & 19 nominations total,7.5,7.633369649679584,76.0,64.0,Phase 5/6,MCU,2020s,2,1,1,1,"Animation, Kids, Sci-Fi & Fantasy, Action & Adventure",7.5,3.6635616461296463,11.6858,"Diamond White, Fred Tatasciore, Alfre Woodard, Gary Anthony Williams, Sasheer Zamata",Unknown,Unknown,Raphael Saadiq,"tyrannosaurus rex, based on comic, dinosaur, kids, girl, city","Australia, United States of America",English,40.0,2.0,Canceled,Watch me shine.,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Moon Girl and Devil Dinosaur
Year: 2023
Universe: MCU
MCU Phase: Phase 5/6
Type: series
Rated: TV-Y7-FV
Runtime: N/A minutes
Genre: Animation, Action, Adventure
Director: N/A
Writer: Jeffrey M. Howard, Kate Kondell, Steve Loter
Cast: Diamond White, Fred Tatasciore, Alfre Woodard
Top 5 Cast: Diamond White, Fred Tatasciore, Alfre Woodard, Gary Anthony Williams, Sasheer Zamata
Plot: After 13-year-old super-genius Lunella accidentally brings ten-ton T-Rex Devil Dinosaur into present-day New York City via a time vortex, the duo works together to protect the city's Lower East Side from danger.
Tagline: Watch me shine.
Keywords: tyrannosaurus rex, based on comic, dinosaur, kids, girl, city
IMDb Rating: 7.5
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 7.5
Box Office: N/A
Budget: N/A
Revenue: N/A
Awards: 11 wins & 19 nominations total
Collection: N/A
Country: United States, Australia
Language: English",7.0,Diamond White,7.5,6.004166666666666,6.603846153846154,7.5
138,Secret Invasion,2023,series,TV-14,117.0,"Action, Adventure, Mystery",Unknown,Kyle Bradstreet,"Samuel L. Jackson, Emilia Clarke, Don Cheadle",Fury and Talos try to stop the Skrulls who have infiltrated the highest spheres of the Marvel Universe.,"English, Russian, French, Finnish",United States,1 win & 6 nominations total,5.8,11.388812437118974,76.0,64.0,Phase 5/6,MCU,2020s,2,0,1,1,Documentary,5.2,3.367295829986474,0.7987,"Samuel L. Jackson, Jonathan Schwartz, Brian Tucker, Ali Selim, Cobie Smulders",Brad Baruh,Unknown,Unknown,"behind the scenes, making of",United States of America,English,0.0,0.0,Released,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Secret Invasion
Year: 2023
Universe: MCU
MCU Phase: Phase 5/6
Type: series
Rated: TV-14
Runtime: 1 minutes
Genre: Action, Adventure, Mystery
Director: N/A
Writer: Kyle Bradstreet
Cast: Samuel L. Jackson, Emilia Clarke, Don Cheadle
Top 5 Cast: Samuel L. Jackson, Jonathan Schwartz, Brian Tucker, Ali Selim, Cobie Smulders
Plot: Fury and Talos try to stop the Skrulls who have infiltrated the highest spheres of the Marvel Universe.
Tagline: 
Keywords: behind the scenes, making of
IMDb Rating: 5.8
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 5.2
Box Office: N/A
Budget: 0
Revenue: 0
Awards: 1 win & 6 nominations total
Collection: N/A
Country: United States
Language: English, Russian, French, Finnish",15.0,Samuel L. Jackson,5.8,6.004166666666666,6.603846153846154,5.2
139,Guardians of the Galaxy Vol. 3,2023,movie,PG-13,150.0,"Action, Adventure, Comedy",James Gunn,"James Gunn, Jim Starlin, Stan Lee","Chris Pratt, Chukwudi Iwuji, Bradley Cooper","Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.","English, Russian","United States, New Zealand, France, Canada",Nominated for 1 Oscar. 12 wins & 100 nominations total,7.9,13.06084535662586,82.0,64.0,Phase 5/6,MCU,2020s,2,0,0,1,"Science Fiction, Adventure, Action",7.931,9.03336450150698,14.9562,"Chris Pratt, Zoe Saldaña, Dave Bautista, Karen Gillan, Pom Klementieff",James Gunn,Kevin Feige,John Murphy,"hero, superhero, mad scientist, based on comic, sequel, superhero team, space opera, raccoon, aftercreditsstinger, duringcreditsstinger",United States of America,English,0.0,0.0,Released,Once more with feeling.,20.55549786234263,19.33697147982652,19.698821291788537,"Title: Guardians of the Galaxy Vol. 3
Year: 2023
Universe: MCU
MCU Phase: Phase 5/6
Type: movie
Rated: PG-13
Runtime: 150 minutes
Genre: Action, Adventure, Comedy
Director: James Gunn
Writer: James Gunn, Jim Starlin, Stan Lee
Cast: Chris Pratt, Chukwudi Iwuji, Bradley Cooper
Top 5 Cast: Chris Pratt, Zoe Saldaña, Dave Bautista, Karen Gillan, Pom Klementieff
Plot: Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.
Tagline: Once more with feeling.
Keywords: hero, superhero, mad scientist, based on comic, sequel, superhero team, space opera, raccoon, aftercreditsstinger, duringcreditsstinger
IMDb Rating: 7.9
Rotten Tomatoes: 82%
Metacritic: 64/100
TMDB Rating: 7.931
Box Office: 358995815
Budget: 250000000
Revenue: 845550000
Awards: Nominated for 1 Oscar. 12 wins & 100 nominations total
Collection: Guardians of the Galaxy Collection
Country: United States, New Zealand, France, Canada
Language: English, Russian",15.0,Chris Pratt,7.9,6.4,8.2,7.931
140,Spider-Man: Across the Spider-Verse,2023,movie,PG,140.0,"Animation, Action, Adventure","Joaquim Dos Santos, Kemp Powers, Justin K. Thompson","Phil Lord, Christopher Miller, Dave Callaham","Shameik Moore, Hailee Steinfeld, Brian Tyree Henry","Traveling across the multiverse, Miles Morales meets a new team of Spider-People, made up of heroes from different dimensions. But when the heroes clash over how to deal with a new threat, Miles finds himself at a crossroads.",English,United States,Nominated for 1 Oscar. 107 wins & 164 nominations total,8.5,13.141216534488446,95.0,86.0,Phase 5/6,Sony / Spider-Man,2020s,2,0,0,0,"Animation, Action, Adventure, Science Fiction",8.336,9.067970030684457,24.8159,"Shameik Moore, Hailee Steinfeld, Brian Tyree Henry, Luna Lauren Vélez, Jake Johnson","Kemp Powers, Justin K. Thompson, Joaquim Dos Santos","Avi Arad, Christina Steinberg, Amy Pascal",Daniel Pemberton,"new york city, hero, double life, sacrifice, secret identity, superhero, villain, portal, based on comic, sequel",United States of America,"English, Hindi, Italian, Spanish",0.0,0.0,Released,It's how you wear the mask that matters.,20.353502629862035,18.420680753952364,19.75986713210051,"Title: Spider-Man: Across the Spider-Verse
Year: 2023
Universe: Sony / Spider-Man
MCU Phase: Phase 5/6
Type: movie
Rated: PG
Runtime: 140 minutes
Genre: Animation, Action, Adventure
Director: Joaquim Dos Santos, Kemp Powers, Justin K. Thompson
Writer: Phil Lord, Christopher Miller, Dave Callaham
Cast: Shameik Moore, Hailee Steinfeld, Brian Tyree Henry
Top 5 Cast: Shameik Moore, Hailee Steinfeld, Brian Tyree Henry, Luna Lauren Vélez, Jake Johnson
Plot: Traveling across the multiverse, Miles Morales meets a new team of Spider-People, made up of heroes from different dimensions. But when the heroes clash over how to deal with a new threat, Miles finds himself at a crossroads.
Tagline: It's how you wear the mask that matters.
Keywords: new york city, hero, double life, sacrifice, secret identity, superhero, villain, portal, based on comic, sequel
IMDb Rating: 8.5
Rotten Tomatoes: 95%
Metacritic: 86/100
TMDB Rating: 8.336
Box Office: 381593754
Budget: 100000000
Revenue: 690897910
Awards: Nominated for 1 Oscar. 107 wins & 164 nominations total
Collection: Spider-Man: Spider-Verse Collection
Country: United States
Language: English",15.0,Shameik Moore,8.5,8.6,9.5,8.336
141,I Am Groot Season 2,2023,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Phase 5/6,MCU,2020s,2,1,0,1,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: I Am Groot Season 2
Year: 2023
Universe: MCU
MCU Phase: Phase 5/6
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
142,The Marvels,2023,movie,PG-13,105.0,"Action, Adventure, Sci-Fi",Nia DaCosta,"Nia DaCosta, Megan McDonnell, Elissa Karasik","Brie Larson, Teyonah Parris, Iman Vellani","Carol Danvers gets her powers entangled with those of Kamala Khan and Monica Rambeau, forcing them to work together to save the universe.","English, Urdu",United States,5 wins & 13 nominations total,5.5,11.994870016783612,63.0,50.0,Phase 5/6,MCU,2020s,2,0,0,1,"Science Fiction, Adventure, Action",5.939,8.13505390861157,6.5556,"Brie Larson, Teyonah Parris, Iman Vellani, Samuel L. Jackson, Zawe Ashton",Nia DaCosta,Kevin Feige,Laura Karpman,"hero, superhero, space travel, based on comic, sequel, teenage girl, female protagonist, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",United States of America,"English, Urdu",0.0,0.0,Released,Higher. Further. Faster. Together.,19.14405071015158,19.43155412195148,18.252264743211462,"Title: The Marvels
Year: 2023
Universe: MCU
MCU Phase: Phase 5/6
Type: movie
Rated: PG-13
Runtime: 105 minutes
Genre: Action, Adventure, Sci-Fi
Director: Nia DaCosta
Writer: Nia DaCosta, Megan McDonnell, Elissa Karasik
Cast: Brie Larson, Teyonah Parris, Iman Vellani
Top 5 Cast: Brie Larson, Teyonah Parris, Iman Vellani, Samuel L. Jackson, Zawe Ashton
Plot: Carol Danvers gets her powers entangled with those of Kamala Khan and Monica Rambeau, forcing them to work together to save the universe.
Tagline: Higher. Further. Faster. Together.
Keywords: hero, superhero, space travel, based on comic, sequel, teenage girl, female protagonist, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)
IMDb Rating: 5.5
Rotten Tomatoes: 63%
Metacritic: 50/100
TMDB Rating: 5.939
Box Office: 84500223
Budget: 274800000
Revenue: 206136825
Awards: 5 wins & 13 nominations total
Collection: Captain Marvel Collection
Country: United States
Language: English, Urdu",15.0,Brie Larson,5.5,5.0,6.3,5.939
